component_model_id,mean,season,releaseEW
12,0.0035599916552511665,2010/2011,201539
13,0.008722756681634886,2010/2011,201539
14,0.013568752632352875,2010/2011,201539
15,0.008773988125904663,2010/2011,201539
16,0.009931118147308527,2010/2011,201539
17,0.03691816843270508,2010/2011,201539
18,0.035862445850407876,2010/2011,201539
19,0.007635820030115027,2010/2011,201539
20,0.03711700962377511,2010/2011,201539
21,0.009575024716763653,2010/2011,201539
22,0.00957641802560616,2010/2011,201539
23,0.005742288375352698,2010/2011,201539
24,0.010548408730985219,2010/2011,201539
25,0.01592157114506107,2010/2011,201539
26,0.01146993643850749,2010/2011,201539
0,0.012497510529150367,2010/2011,201540
1,0.04979347479001139,2010/2011,201540
2,0.02293751620246106,2010/2011,201540
3,0.03659008703681731,2010/2011,201540
4,0.02258690894847303,2010/2011,201540
5,0.03188339288617479,2010/2011,201540
6,0.017510082554390616,2010/2011,201540
7,0.023721897753999188,2010/2011,201540
8,0.006385554962593909,2010/2011,201540
9,0.005432045493476848,2010/2011,201540
10,0.4340654907096552,2010/2011,201540
11,0.11148196588055659,2010/2011,201540
12,0.003563827981174482,2010/2011,201540
13,0.008752556916082456,2010/2011,201540
14,0.013505657879250479,2010/2011,201540
15,0.008768843751604551,2010/2011,201540
16,0.009932716666323544,2010/2011,201540
17,0.03715600812595619,2010/2011,201540
18,0.03603132062681501,2010/2011,201540
19,0.007643785146326914,2010/2011,201540
20,0.03698701817380136,2010/2011,201540
21,0.009553019938563896,2010/2011,201540
22,0.009610734063320798,2010/2011,201540
23,0.005733249866527885,2010/2011,201540
24,0.010519792281438092,2010/2011,201540
25,0.015931543742880375,2010/2011,201540
26,0.011423997092174539,2010/2011,201540
0,0.012554920788929648,2010/2011,201541
1,0.050112069860253856,2010/2011,201541
2,0.022866400394332093,2010/2011,201541
3,0.03653011328394159,2010/2011,201541
4,0.02244357877209795,2010/2011,201541
5,0.03177993078083748,2010/2011,201541
6,0.01733913164854757,2010/2011,201541
7,0.023969309400777673,2010/2011,201541
8,0.006387838785501178,2010/2011,201541
9,0.005494418173063314,2010/2011,201541
10,0.43435620854113505,2010/2011,201541
11,0.11097014922980161,2010/2011,201541
12,0.0035921784806734343,2010/2011,201541
13,0.008764174757826421,2010/2011,201541
14,0.013529078103704635,2010/2011,201541
15,0.008722900366967195,2010/2011,201541
16,0.010047340121193954,2010/2011,201541
17,0.037100625454590114,2010/2011,201541
18,0.036362393148581626,2010/2011,201541
19,0.007607447908231478,2010/2011,201541
20,0.036923050954809286,2010/2011,201541
21,0.0095852325234415,2010/2011,201541
22,0.009516114889663752,2010/2011,201541
23,0.005692046446993782,2010/2011,201541
24,0.010447177074851682,2010/2011,201541
25,0.015927801479106347,2010/2011,201541
26,0.011378368630145052,2010/2011,201541
0,0.012160685279049871,2010/2011,201542
1,0.04649925007238307,2010/2011,201542
2,0.02210949767937741,2010/2011,201542
3,0.033872786586127676,2010/2011,201542
4,0.021284636836508334,2010/2011,201542
5,0.030108385666255337,2010/2011,201542
6,0.016788760090216612,2010/2011,201542
7,0.0243372508342234,2010/2011,201542
8,0.006586837587594114,2010/2011,201542
9,0.005661703339663651,2010/2011,201542
10,0.42604536687649464,2010/2011,201542
11,0.1129867068241975,2010/2011,201542
12,0.003578754311554451,2010/2011,201542
13,0.00941223886253929,2010/2011,201542
14,0.01398728280563468,2010/2011,201542
15,0.009159598511334898,2010/2011,201542
16,0.010258369281104785,2010/2011,201542
17,0.03975032153690702,2010/2011,201542
18,0.038311671072855547,2010/2011,201542
19,0.007961597022780514,2010/2011,201542
20,0.039231529567548044,2010/2011,201542
21,0.011021865996384493,2010/2011,201542
22,0.011038405861087753,2010/2011,201542
23,0.00606873982132289,2010/2011,201542
24,0.01158205982658965,2010/2011,201542
25,0.018342621030895727,2010/2011,201542
26,0.011853076819367639,2010/2011,201542
0,0.01228129567071017,2010/2011,201543
1,0.04418878333679684,2010/2011,201543
2,0.021865087643351936,2010/2011,201543
3,0.03295755598150572,2010/2011,201543
4,0.02100107358218013,2010/2011,201543
5,0.029442280643014556,2010/2011,201543
6,0.016740094377464966,2010/2011,201543
7,0.026761444804041076,2010/2011,201543
8,0.006717782393153768,2010/2011,201543
9,0.005711263094686796,2010/2011,201543
10,0.44286916379572866,2010/2011,201543
11,0.09580239304519506,2010/2011,201543
12,0.0035787893506027202,2010/2011,201543
13,0.009837080877375701,2010/2011,201543
14,0.014732275128524,2010/2011,201543
15,0.009354700324460043,2010/2011,201543
16,0.010573172716693285,2010/2011,201543
17,0.034359350522296134,2010/2011,201543
18,0.03931685509864871,2010/2011,201543
19,0.008018541973565394,2010/2011,201543
20,0.04067759389546181,2010/2011,201543
21,0.011732400057095627,2010/2011,201543
22,0.01164400449097866,2010/2011,201543
23,0.006116909171154433,2010/2011,201543
24,0.012394202006631895,2010/2011,201543
25,0.018896615607674704,2010/2011,201543
26,0.012429290411009356,2010/2011,201543
0,0.012921641944970239,2010/2011,201544
1,0.04240305930839582,2010/2011,201544
2,0.021510043669827,2010/2011,201544
3,0.03294411314441789,2010/2011,201544
4,0.021096356772720065,2010/2011,201544
5,0.02965999285057233,2010/2011,201544
6,0.016864189598875996,2010/2011,201544
7,0.02883365555680083,2010/2011,201544
8,0.006855148438240422,2010/2011,201544
9,0.0058493697998003085,2010/2011,201544
10,0.442461080639553,2010/2011,201544
11,0.08738569851366312,2010/2011,201544
12,0.003581441056435415,2010/2011,201544
13,0.008369636778158517,2010/2011,201544
14,0.012488690448523793,2010/2011,201544
15,0.009725319863918816,2010/2011,201544
16,0.010665827449438992,2010/2011,201544
17,0.032442217838305525,2010/2011,201544
18,0.04376134964921349,2010/2011,201544
19,0.007983796469983992,2010/2011,201544
20,0.04569354829902941,2010/2011,201544
21,0.011852092142091626,2010/2011,201544
22,0.011852594103723545,2010/2011,201544
23,0.006264515557382214,2010/2011,201544
24,0.013497564287470723,2010/2011,201544
25,0.019707374497977482,2010/2011,201544
26,0.013329681320511448,2010/2011,201544
0,0.012689575278579994,2010/2011,201545
1,0.04232886526427239,2010/2011,201545
2,0.02146218722408214,2010/2011,201545
3,0.03248693436358706,2010/2011,201545
4,0.02097538137546796,2010/2011,201545
5,0.02890388264567214,2010/2011,201545
6,0.016867181006306336,2010/2011,201545
7,0.028848657083868575,2010/2011,201545
8,0.006784321115889499,2010/2011,201545
9,0.005781207447045422,2010/2011,201545
10,0.45040190286142634,2010/2011,201545
11,0.08164429079891856,2010/2011,201545
12,0.003588952184902184,2010/2011,201545
13,0.007812752942064006,2010/2011,201545
14,0.011090602959083614,2010/2011,201545
15,0.009737597748459512,2010/2011,201545
16,0.010690009078672034,2010/2011,201545
17,0.030856867640656743,2010/2011,201545
18,0.04470211591919353,2010/2011,201545
19,0.007895498120109644,2010/2011,201545
20,0.046897744469248055,2010/2011,201545
21,0.012180154859470611,2010/2011,201545
22,0.012206157263547445,2010/2011,201545
23,0.006308921007277014,2010/2011,201545
24,0.013681624168061138,2010/2011,201545
25,0.019728252936410885,2010/2011,201545
26,0.01344836223772829,2010/2011,201545
0,0.012671417157700988,2010/2011,201546
1,0.04276563987209532,2010/2011,201546
2,0.02152534759235355,2010/2011,201546
3,0.03269348170506694,2010/2011,201546
4,0.020843627660586825,2010/2011,201546
5,0.02886409478677212,2010/2011,201546
6,0.01685471225979655,2010/2011,201546
7,0.028515430478222116,2010/2011,201546
8,0.006711734835983296,2010/2011,201546
9,0.005779887139679172,2010/2011,201546
10,0.45046363668575207,2010/2011,201546
11,0.08218395037684816,2010/2011,201546
12,0.0035654166182408163,2010/2011,201546
13,0.007818025479827793,2010/2011,201546
14,0.011184048402544238,2010/2011,201546
15,0.009696034703336381,2010/2011,201546
16,0.010606308042070918,2010/2011,201546
17,0.030573145304242474,2010/2011,201546
18,0.0446360571567772,2010/2011,201546
19,0.00794141296665107,2010/2011,201546
20,0.04685368484085657,2010/2011,201546
21,0.01225771875515902,2010/2011,201546
22,0.012132346307753384,2010/2011,201546
23,0.006284536960101871,2010/2011,201546
24,0.01350129015296485,2010/2011,201546
25,0.019696585567105254,2010/2011,201546
26,0.013380428191511362,2010/2011,201546
0,0.012731011502894818,2010/2011,201548
1,0.043718006659177674,2010/2011,201548
2,0.021656067768816897,2010/2011,201548
3,0.0323937411742785,2010/2011,201548
4,0.020586268227354605,2010/2011,201548
5,0.02864012439546744,2010/2011,201548
6,0.01682686563678879,2010/2011,201548
7,0.02859869798785166,2010/2011,201548
8,0.006757086713249407,2010/2011,201548
9,0.00574025805747994,2010/2011,201548
10,0.450873448327406,2010/2011,201548
11,0.08225876198515843,2010/2011,201548
12,0.003601653268782518,2010/2011,201548
13,0.007894041904797915,2010/2011,201548
14,0.011337426523770325,2010/2011,201548
15,0.009539917197233995,2010/2011,201548
16,0.010549526257859501,2010/2011,201548
17,0.030194115703172663,2010/2011,201548
18,0.044960165913123774,2010/2011,201548
19,0.007952576104692795,2010/2011,201548
20,0.04705153561844073,2010/2011,201548
21,0.011860109714950223,2010/2011,201548
22,0.012021000834454763,2010/2011,201548
23,0.006217573744560227,2010/2011,201548
24,0.01343463643956022,2010/2011,201548
25,0.019218893573498916,2010/2011,201548
26,0.013386488765177342,2010/2011,201548
0,0.01290405113185495,2010/2011,201549
1,0.04342769565109079,2010/2011,201549
2,0.021880417320934247,2010/2011,201549
3,0.03231435049194999,2010/2011,201549
4,0.020761093566375143,2010/2011,201549
5,0.028579721756658478,2010/2011,201549
6,0.016872002383973742,2010/2011,201549
7,0.0287512306294901,2010/2011,201549
8,0.006772499863042971,2010/2011,201549
9,0.005786313366201402,2010/2011,201549
10,0.44982643009326384,2010/2011,201549
11,0.08251696783794353,2010/2011,201549
12,0.00356251418725343,2010/2011,201549
13,0.007790065351512213,2010/2011,201549
14,0.011261321149475555,2010/2011,201549
15,0.009634565685663886,2010/2011,201549
16,0.010510148359095027,2010/2011,201549
17,0.030220643842865214,2010/2011,201549
18,0.04560432609106478,2010/2011,201549
19,0.00788005551624125,2010/2011,201549
20,0.04714755486269503,2010/2011,201549
21,0.011770976321249911,2010/2011,201549
22,0.011856222519650702,2010/2011,201549
23,0.006165025190284805,2010/2011,201549
24,0.01352028288483354,2010/2011,201549
25,0.01929821289926313,2010/2011,201549
26,0.013385311046073142,2010/2011,201549
0,0.0062837608933947586,2010/2011,201550
1,0.04505707544182513,2010/2011,201550
2,0.015027953440291356,2010/2011,201550
3,0.04729425564456121,2010/2011,201550
4,0.015326744338889356,2010/2011,201550
5,0.01393285995862085,2010/2011,201550
6,0.009903486583160101,2010/2011,201550
7,0.01996960918126787,2010/2011,201550
8,0.004829440293301051,2010/2011,201550
9,0.004513337635773034,2010/2011,201550
10,0.05350710598171861,2010/2011,201550
11,0.4903424637739181,2010/2011,201550
12,0.0029930232703805357,2010/2011,201550
13,0.019923761814033054,2010/2011,201550
14,0.07150477787021592,2010/2011,201550
15,0.006983522873477215,2010/2011,201550
16,0.007228228057939784,2010/2011,201550
17,0.013161192002893032,2010/2011,201550
18,0.03506543283447046,2010/2011,201550
19,0.02420368914115339,2010/2011,201550
20,0.03551257716389804,2010/2011,201550
21,0.007643175342308217,2010/2011,201550
22,0.007591165132886299,2010/2011,201550
23,0.006576640033125334,2010/2011,201550
24,0.014154372388202854,2010/2011,201550
25,0.012035959487442006,2010/2011,201550
26,0.009434389420847993,2010/2011,201550
0,0.012786211621112431,2010/2011,201552
1,0.04414896321664486,2010/2011,201552
2,0.021875909923575944,2010/2011,201552
3,0.032298096031653574,2010/2011,201552
4,0.02085940303995494,2010/2011,201552
5,0.02861967667318175,2010/2011,201552
6,0.016822036770027932,2010/2011,201552
7,0.02887366297846187,2010/2011,201552
8,0.006715737215582496,2010/2011,201552
9,0.005717394540030986,2010/2011,201552
10,0.4500467753529876,2010/2011,201552
11,0.08237526431977175,2010/2011,201552
12,0.0035714104020249365,2010/2011,201552
13,0.0078058274860405945,2010/2011,201552
14,0.011290179605376975,2010/2011,201552
15,0.009547261697828966,2010/2011,201552
16,0.010574603226368745,2010/2011,201552
17,0.030435774131419062,2010/2011,201552
18,0.04495803794417006,2010/2011,201552
19,0.007863478319723272,2010/2011,201552
20,0.04751097737076936,2010/2011,201552
21,0.011645903065615092,2010/2011,201552
22,0.011634432328858081,2010/2011,201552
23,0.006181768167006554,2010/2011,201552
24,0.013356472360952063,2010/2011,201552
25,0.01909761706912455,2010/2011,201552
26,0.013387125141732202,2010/2011,201552
0,0.01303897178656614,2010/2011,201601
1,0.04374720765751602,2010/2011,201601
2,0.02179925159976542,2010/2011,201601
3,0.03201252597524643,2010/2011,201601
4,0.020705115156425487,2010/2011,201601
5,0.02850173291153763,2010/2011,201601
6,0.016894374765153007,2010/2011,201601
7,0.02898180551324843,2010/2011,201601
8,0.006706336744867751,2010/2011,201601
9,0.0057902403040831964,2010/2011,201601
10,0.4497724236725483,2010/2011,201601
11,0.08264837739250093,2010/2011,201601
12,0.0035775734074290134,2010/2011,201601
13,0.007842266054746765,2010/2011,201601
14,0.011289833641152384,2010/2011,201601
15,0.009629392986256416,2010/2011,201601
16,0.01052946585522731,2010/2011,201601
17,0.030338836090150954,2010/2011,201601
18,0.045533969513148205,2010/2011,201601
19,0.007852233381408048,2010/2011,201601
20,0.047352512009879846,2010/2011,201601
21,0.011583555962813623,2010/2011,201601
22,0.01155146205159528,2010/2011,201601
23,0.006189323847725489,2010/2011,201601
24,0.013409063767863433,2010/2011,201601
25,0.019194009504817953,2010/2011,201601
26,0.013528138446327853,2010/2011,201601
0,0.007073171956162912,2010/2011,201602
1,0.0560959253689375,2010/2011,201602
2,0.017929969727858062,2010/2011,201602
3,0.044316582988263215,2010/2011,201602
4,0.01607899261496786,2010/2011,201602
5,0.019366389502748344,2010/2011,201602
6,0.013056245476605248,2010/2011,201602
7,0.03093041063881426,2010/2011,201602
8,0.0050320209962299925,2010/2011,201602
9,0.004609369027697141,2010/2011,201602
10,0.03156787580395175,2010/2011,201602
11,0.35550560587044094,2010/2011,201602
12,0.0030873762007604766,2010/2011,201602
13,0.02466258721940825,2010/2011,201602
14,0.08669012835228901,2010/2011,201602
15,0.008596674224367272,2010/2011,201602
16,0.010572537848650454,2010/2011,201602
17,0.019948569224484854,2010/2011,201602
18,0.06759919496783692,2010/2011,201602
19,0.014802354354933942,2010/2011,201602
20,0.10287906200300001,2010/2011,201602
21,0.00719739394040611,2010/2011,201602
22,0.007096925764279465,2010/2011,201602
23,0.007493246857860349,2010/2011,201602
24,0.01861131329851771,2010/2011,201602
25,0.008406742419035735,2010/2011,201602
26,0.010793333351491808,2010/2011,201602
0,0.012881173084438313,2010/2011,201603
1,0.04385842258766592,2010/2011,201603
2,0.021850343076975278,2010/2011,201603
3,0.031904670184946075,2010/2011,201603
4,0.02060344552209444,2010/2011,201603
5,0.028407135571425924,2010/2011,201603
6,0.01679801608433836,2010/2011,201603
7,0.028634921429235412,2010/2011,201603
8,0.006731765023697998,2010/2011,201603
9,0.005775416299462638,2010/2011,201603
10,0.45005994214051004,2010/2011,201603
11,0.083436990779108,2010/2011,201603
12,0.0035677899728983682,2010/2011,201603
13,0.007829590634349102,2010/2011,201603
14,0.011344793040386558,2010/2011,201603
15,0.009502597003104867,2010/2011,201603
16,0.010500987890736944,2010/2011,201603
17,0.030439070223610486,2010/2011,201603
18,0.04533107578928016,2010/2011,201603
19,0.007876940751679043,2010/2011,201603
20,0.04708589854615166,2010/2011,201603
21,0.01172596069979568,2010/2011,201603
22,0.011752182496851078,2010/2011,201603
23,0.006175520947693742,2010/2011,201603
24,0.013382327167092202,2010/2011,201603
25,0.019123699329917504,2010/2011,201603
26,0.013419323722555205,2010/2011,201603
0,0.009515883244064318,2010/2011,201604
1,0.05465470463268003,2010/2011,201604
2,0.019647725075026,2010/2011,201604
3,0.040447813787680136,2010/2011,201604
4,0.016813529572272674,2010/2011,201604
5,0.01975285497226438,2010/2011,201604
6,0.014319970675852674,2010/2011,201604
7,0.018110409720277994,2010/2011,201604
8,0.005268974211321056,2010/2011,201604
9,0.005041586000387665,2010/2011,201604
10,0.02806168439034936,2010/2011,201604
11,0.3004066804578891,2010/2011,201604
12,0.0032312356608768917,2010/2011,201604
13,0.02543509884639463,2010/2011,201604
14,0.16797669048326905,2010/2011,201604
15,0.00843791048308417,2010/2011,201604
16,0.010253966536686695,2010/2011,201604
17,0.029717744938733942,2010/2011,201604
18,0.041471193171123424,2010/2011,201604
19,0.015487781576145065,2010/2011,201604
20,0.049346276174643496,2010/2011,201604
21,0.00796898615670104,2010/2011,201604
22,0.00809080156323654,2010/2011,201604
23,0.008628901432345088,2010/2011,201604
24,0.07017592021976116,2010/2011,201604
25,0.011220546486763825,2010/2011,201604
26,0.010515129530170185,2010/2011,201604
0,0.009300653096950256,2010/2011,201605
1,0.050832419331649635,2010/2011,201605
2,0.02048020117933325,2010/2011,201605
3,0.036485258943516494,2010/2011,201605
4,0.01672113080340745,2010/2011,201605
5,0.019402064320717453,2010/2011,201605
6,0.014604745034289365,2010/2011,201605
7,0.014746765652896881,2010/2011,201605
8,0.005279471772516652,2010/2011,201605
9,0.004982713212304578,2010/2011,201605
10,0.02858323196900752,2010/2011,201605
11,0.29504967716115155,2010/2011,201605
12,0.003255803206728231,2010/2011,201605
13,0.024138988941571606,2010/2011,201605
14,0.1668117715945378,2010/2011,201605
15,0.008636767720071428,2010/2011,201605
16,0.00997298243829106,2010/2011,201605
17,0.042959352227291234,2010/2011,201605
18,0.03722394093358511,2010/2011,201605
19,0.014598398652186281,2010/2011,201605
20,0.04196122528712771,2010/2011,201605
21,0.00821975612350057,2010/2011,201605
22,0.008187425997163135,2010/2011,201605
23,0.00850207366274178,2010/2011,201605
24,0.08718417526173602,2010/2011,201605
25,0.01226532661167149,2010/2011,201605
26,0.00961367886405422,2010/2011,201605
0,0.01011930319319294,2010/2011,201606
1,0.05705289514319674,2010/2011,201606
2,0.021495014190362205,2010/2011,201606
3,0.0375790157602327,2010/2011,201606
4,0.0169734557110184,2010/2011,201606
5,0.020458525807921894,2010/2011,201606
6,0.01558315321706099,2010/2011,201606
7,0.014120154336772833,2010/2011,201606
8,0.005347336910095716,2010/2011,201606
9,0.005006308922315422,2010/2011,201606
10,0.03229953586283379,2010/2011,201606
11,0.2848928370106979,2010/2011,201606
12,0.0031886708080011298,2010/2011,201606
13,0.025839122640180175,2010/2011,201606
14,0.14988703894347105,2010/2011,201606
15,0.008966507206196695,2010/2011,201606
16,0.010400371988925194,2010/2011,201606
17,0.05941604883170264,2010/2011,201606
18,0.03447837008962924,2010/2011,201606
19,0.014159157402984573,2010/2011,201606
20,0.03893196160084497,2010/2011,201606
21,0.008231138225324706,2010/2011,201606
22,0.008275372635271675,2010/2011,201606
23,0.008396999074285089,2010/2011,201606
24,0.08671904525859492,2010/2011,201606
25,0.013139466303829702,2010/2011,201606
26,0.009043192925054268,2010/2011,201606
0,0.010121021447548662,2010/2011,201607
1,0.05660312624763441,2010/2011,201607
2,0.021767148724655575,2010/2011,201607
3,0.03769865631278147,2010/2011,201607
4,0.01673377315586537,2010/2011,201607
5,0.023012305277061176,2010/2011,201607
6,0.016269299239414885,2010/2011,201607
7,0.013446899188014127,2010/2011,201607
8,0.005422670191980888,2010/2011,201607
9,0.005069178496752566,2010/2011,201607
10,0.0355860281476291,2010/2011,201607
11,0.2658096089960781,2010/2011,201607
12,0.0031809164609655867,2010/2011,201607
13,0.026198661963456635,2010/2011,201607
14,0.16846487880067312,2010/2011,201607
15,0.009260960589002698,2010/2011,201607
16,0.010879325248815007,2010/2011,201607
17,0.05575916904770493,2010/2011,201607
18,0.0322912780513937,2010/2011,201607
19,0.013392455051250803,2010/2011,201607
20,0.036216126410112175,2010/2011,201607
21,0.008334026380088958,2010/2011,201607
22,0.008472962921629619,2010/2011,201607
23,0.008154331326411059,2010/2011,201607
24,0.0890110663591775,2010/2011,201607
25,0.013655929780820858,2010/2011,201607
26,0.009188196183081556,2010/2011,201607
0,0.010937623679740115,2010/2011,201608
1,0.058647745410932296,2010/2011,201608
2,0.022834278742218068,2010/2011,201608
3,0.04392331673379606,2010/2011,201608
4,0.0179407488703406,2010/2011,201608
5,0.02563324876066601,2010/2011,201608
6,0.01707101238454282,2010/2011,201608
7,0.01560274085384091,2010/2011,201608
8,0.005578963653158589,2010/2011,201608
9,0.005168588580499723,2010/2011,201608
10,0.038927663190058116,2010/2011,201608
11,0.26712919085153697,2010/2011,201608
12,0.003227847522899255,2010/2011,201608
13,0.028903964724278614,2010/2011,201608
14,0.14725217206227556,2010/2011,201608
15,0.009191154044400116,2010/2011,201608
16,0.011396887199641048,2010/2011,201608
17,0.07133527095293245,2010/2011,201608
18,0.03595617581296009,2010/2011,201608
19,0.014509974203600822,2010/2011,201608
20,0.04039384565131994,2010/2011,201608
21,0.008667927406969903,2010/2011,201608
22,0.008551890148715564,2010/2011,201608
23,0.008379809822740293,2010/2011,201608
24,0.059966943596584554,2010/2011,201608
25,0.013099076069994052,2010/2011,201608
26,0.009771939069356287,2010/2011,201608
0,0.011819550156931277,2010/2011,201609
1,0.05689489303276888,2010/2011,201609
2,0.02335902345275449,2010/2011,201609
3,0.0432247233859516,2010/2011,201609
4,0.018660156245753304,2010/2011,201609
5,0.027402411467912127,2010/2011,201609
6,0.01820899074144939,2010/2011,201609
7,0.018258844753491276,2010/2011,201609
8,0.005669217427456983,2010/2011,201609
9,0.005264806205566865,2010/2011,201609
10,0.03970710658231007,2010/2011,201609
11,0.2730428093325365,2010/2011,201609
12,0.0032829369067301746,2010/2011,201609
13,0.02749229958205814,2010/2011,201609
14,0.12248859109386458,2010/2011,201609
15,0.009420081238954246,2010/2011,201609
16,0.01176604613846586,2010/2011,201609
17,0.09464647649026253,2010/2011,201609
18,0.03787085605044106,2010/2011,201609
19,0.015597451589863977,2010/2011,201609
20,0.04201641710923691,2010/2011,201609
21,0.009059805914237334,2010/2011,201609
22,0.009074554426735099,2010/2011,201609
23,0.008568328913180597,2010/2011,201609
24,0.04428320955965084,2010/2011,201609
25,0.012220804162634831,2010/2011,201609
26,0.010699608038799237,2010/2011,201609
0,0.012832197360602256,2010/2011,201610
1,0.04411131733611024,2010/2011,201610
2,0.021922163995451764,2010/2011,201610
3,0.031697851984852796,2010/2011,201610
4,0.02054107296086888,2010/2011,201610
5,0.028074227572932108,2010/2011,201610
6,0.016620931564233363,2010/2011,201610
7,0.027963931271910478,2010/2011,201610
8,0.006652616013512207,2010/2011,201610
9,0.0057376370787227534,2010/2011,201610
10,0.45274361368541377,2010/2011,201610
11,0.08448347033288578,2010/2011,201610
12,0.003577156241194049,2010/2011,201610
13,0.00789924824386993,2010/2011,201610
14,0.011446892629334625,2010/2011,201610
15,0.009412953995143953,2010/2011,201610
16,0.010428321139595076,2010/2011,201610
17,0.029957564297711615,2010/2011,201610
18,0.04458624534597674,2010/2011,201610
19,0.00789755675209862,2010/2011,201610
20,0.046373914735181467,2010/2011,201610
21,0.011782904052610343,2010/2011,201610
22,0.01175934094190193,2010/2011,201610
23,0.006187470262467034,2010/2011,201610
24,0.013067624402847406,2010/2011,201610
25,0.01900093863905796,2010/2011,201610
26,0.013240837163513314,2010/2011,201610
0,0.014577401463074537,2010/2011,201611
1,0.06154629748483944,2010/2011,201611
2,0.027200448306846505,2010/2011,201611
3,0.052954692023427126,2010/2011,201611
4,0.02079932746743439,2010/2011,201611
5,0.03027539641652154,2010/2011,201611
6,0.019992818394784884,2010/2011,201611
7,0.022378308667740602,2010/2011,201611
8,0.00600799651468553,2010/2011,201611
9,0.0055304786898073685,2010/2011,201611
10,0.04523814432298105,2010/2011,201611
11,0.24084450639474603,2010/2011,201611
12,0.0033018519825673757,2010/2011,201611
13,0.02545407367019617,2010/2011,201611
14,0.10879256428666517,2010/2011,201611
15,0.009703342694921572,2010/2011,201611
16,0.013869057282373552,2010/2011,201611
17,0.10045673604874399,2010/2011,201611
18,0.042157450179161636,2010/2011,201611
19,0.01790348361848685,2010/2011,201611
20,0.04302514411801481,2010/2011,201611
21,0.009743972980303241,2010/2011,201611
22,0.009644835028125326,2010/2011,201611
23,0.008978663392492044,2010/2011,201611
24,0.03430680760790455,2010/2011,201611
25,0.0110559674391168,2010/2011,201611
26,0.014260233524038915,2010/2011,201611
0,0.012717400581444167,2010/2011,201612
1,0.04426534379854676,2010/2011,201612
2,0.02196721882544006,2010/2011,201612
3,0.031645992968739454,2010/2011,201612
4,0.02035532874929201,2010/2011,201612
5,0.028218919883981487,2010/2011,201612
6,0.016714549153906008,2010/2011,201612
7,0.027585586876419706,2010/2011,201612
8,0.006642120048645122,2010/2011,201612
9,0.005737957274938163,2010/2011,201612
10,0.453265879019675,2010/2011,201612
11,0.08479768542396837,2010/2011,201612
12,0.003596851544141086,2010/2011,201612
13,0.00785352422965944,2010/2011,201612
14,0.011399248304593188,2010/2011,201612
15,0.009426328690109663,2010/2011,201612
16,0.010474691399165764,2010/2011,201612
17,0.03000308346380777,2010/2011,201612
18,0.04438560149415366,2010/2011,201612
19,0.007886356724394602,2010/2011,201612
20,0.04617565989420785,2010/2011,201612
21,0.011781756604415109,2010/2011,201612
22,0.011678166489107463,2010/2011,201612
23,0.00617311648539572,2010/2011,201612
24,0.013026899398654168,2010/2011,201612
25,0.01899248774219474,2010/2011,201612
26,0.013232244931006398,2010/2011,201612
0,0.013839763646995348,2010/2011,201613
1,0.07875903628542669,2010/2011,201613
2,0.03331444161228141,2010/2011,201613
3,0.04955967410666676,2010/2011,201613
4,0.022827376213702462,2010/2011,201613
5,0.03370098996656698,2010/2011,201613
6,0.022933082158009797,2010/2011,201613
7,0.021753853778290973,2010/2011,201613
8,0.006249736596401751,2010/2011,201613
9,0.005659300343042011,2010/2011,201613
10,0.057981286258615386,2010/2011,201613
11,0.2445561796183776,2010/2011,201613
12,0.0033708360199824227,2010/2011,201613
13,0.023932241689861793,2010/2011,201613
14,0.10153395680838459,2010/2011,201613
15,0.010073259391359429,2010/2011,201613
16,0.016233059415004053,2010/2011,201613
17,0.07608253907612406,2010/2011,201613
18,0.038340990262985014,2010/2011,201613
19,0.015470405977327616,2010/2011,201613
20,0.03910108704434345,2010/2011,201613
21,0.010010737503214294,2010/2011,201613
22,0.010035402299406257,2010/2011,201613
23,0.008846297975501259,2010/2011,201613
24,0.030932601466081632,2010/2011,201613
25,0.010694499906055728,2010/2011,201613
26,0.01420736457999069,2010/2011,201613
0,0.013625030339851725,2010/2011,201614
1,0.07553419806209215,2010/2011,201614
2,0.036404099212725506,2010/2011,201614
3,0.04353044583498561,2010/2011,201614
4,0.024159516974568446,2010/2011,201614
5,0.03113897170741671,2010/2011,201614
6,0.02430782714485826,2010/2011,201614
7,0.02384704480503827,2010/2011,201614
8,0.006298482943385712,2010/2011,201614
9,0.005671552493181356,2010/2011,201614
10,0.07581758518530966,2010/2011,201614
11,0.24913030793321142,2010/2011,201614
12,0.003311310820531869,2010/2011,201614
13,0.022221729932229234,2010/2011,201614
14,0.09538686750314015,2010/2011,201614
15,0.010282197601796337,2010/2011,201614
16,0.017110457709921853,2010/2011,201614
17,0.06932827325892832,2010/2011,201614
18,0.037531214351550865,2010/2011,201614
19,0.013912572537701931,2010/2011,201614
20,0.03929959969144001,2010/2011,201614
21,0.01007787710557354,2010/2011,201614
22,0.009893656002162432,2010/2011,201614
23,0.00859487382804033,2010/2011,201614
24,0.028964277886474783,2010/2011,201614
25,0.010733203888582378,2010/2011,201614
26,0.013886825245302433,2010/2011,201614
0,0.015612484925237985,2010/2011,201615
1,0.06200713255431257,2010/2011,201615
2,0.03201034634443684,2010/2011,201615
3,0.04238014750120243,2010/2011,201615
4,0.024487179919980222,2010/2011,201615
5,0.030468595549976187,2010/2011,201615
6,0.023917409851856065,2010/2011,201615
7,0.026710466055277972,2010/2011,201615
