component_model_id,mean,season,releaseEW
17,0.05881153120725561,2010/2011,201226
18,0.10331700295504498,2010/2011,201226
19,0.008199679161950801,2010/2011,201226
20,0.2339036788405429,2010/2011,201226
21,0.013700433176525707,2010/2011,201226
22,0.013768121527799642,2010/2011,201226
23,0.006741012205523292,2010/2011,201226
24,0.02833865590821577,2010/2011,201226
25,0.02119639971061046,2010/2011,201226
26,0.018265580327503337,2010/2011,201226
0,0.01584318927838068,2010/2011,201227
1,0.051444512760888406,2010/2011,201227
2,0.025914267256315446,2010/2011,201227
3,0.08343755018213413,2010/2011,201227
4,0.03349496874169633,2010/2011,201227
5,0.05285908176811782,2010/2011,201227
6,0.035973960811219556,2010/2011,201227
7,0.013401524391289811,2010/2011,201227
8,0.004624098803790656,2010/2011,201227
9,0.004350625800240179,2010/2011,201227
10,0.01721231505716295,2010/2011,201227
11,0.03380599271256382,2010/2011,201227
12,0.0031902424458573864,2010/2011,201227
13,0.06384559621541774,2010/2011,201227
14,0.02984521363185193,2010/2011,201227
15,0.006889345308547134,2010/2011,201227
16,0.0175991704069222,2010/2011,201227
17,0.05872398338151503,2010/2011,201227
18,0.10278998120315412,2010/2011,201227
19,0.008220384830902067,2010/2011,201227
20,0.23404408066174992,2010/2011,201227
21,0.013780700525507217,2010/2011,201227
22,0.013694161994247557,2010/2011,201227
23,0.006823109761437029,2010/2011,201227
24,0.028387850881623978,2010/2011,201227
25,0.021331683241461976,2010/2011,201227
26,0.018472407946005402,2010/2011,201227
0,0.01602959461650065,2010/2011,201228
1,0.05092199702999066,2010/2011,201228
2,0.025760306560626164,2010/2011,201228
3,0.08332739268516047,2010/2011,201228
4,0.033850025172142965,2010/2011,201228
5,0.053067079262706304,2010/2011,201228
6,0.03585969935915823,2010/2011,201228
7,0.013419050213181589,2010/2011,201228
8,0.004605865661264356,2010/2011,201228
9,0.004377245897371634,2010/2011,201228
10,0.017217543229187834,2010/2011,201228
11,0.03363886975493609,2010/2011,201228
12,0.0031927073054416745,2010/2011,201228
13,0.06398537863364076,2010/2011,201228
14,0.02988333146436866,2010/2011,201228
15,0.006910980485614988,2010/2011,201228
16,0.017505771101342178,2010/2011,201228
17,0.058642980309075304,2010/2011,201228
18,0.10303488825786994,2010/2011,201228
19,0.008176710208807654,2010/2011,201228
20,0.2344095312323906,2010/2011,201228
21,0.013751086561065202,2010/2011,201228
22,0.013661071953086084,2010/2011,201228
23,0.006753495536668361,2010/2011,201228
24,0.028370462579888796,2010/2011,201228
25,0.021246289643879413,2010/2011,201228
26,0.018400645284633286,2010/2011,201228
0,0.016109064680398466,2010/2011,201229
1,0.0509275691764247,2010/2011,201229
2,0.025816365755194488,2010/2011,201229
3,0.08376678375479975,2010/2011,201229
4,0.033257651896516055,2010/2011,201229
5,0.053096146911738314,2010/2011,201229
6,0.0357096044036489,2010/2011,201229
7,0.013347520297055916,2010/2011,201229
8,0.004643312333123455,2010/2011,201229
9,0.004354983735782831,2010/2011,201229
10,0.017034182053579417,2010/2011,201229
11,0.03379884088899368,2010/2011,201229
12,0.0031937032992350677,2010/2011,201229
13,0.064030019421571,2010/2011,201229
14,0.029808463110079692,2010/2011,201229
15,0.006899807633462434,2010/2011,201229
16,0.017783575824337605,2010/2011,201229
17,0.05884808522003658,2010/2011,201229
18,0.10381061463406366,2010/2011,201229
19,0.008199579850755593,2010/2011,201229
20,0.23333150561195734,2010/2011,201229
21,0.013675057182172776,2010/2011,201229
22,0.013772201712357091,2010/2011,201229
23,0.006752255778909225,2010/2011,201229
24,0.02834891920988693,2010/2011,201229
25,0.021275294480788486,2010/2011,201229
26,0.018408891143132457,2010/2011,201229
0,0.01606245783900729,2010/2011,201230
1,0.050574204361400754,2010/2011,201230
2,0.025446626019365128,2010/2011,201230
3,0.0836780388684845,2010/2011,201230
4,0.03344837195980983,2010/2011,201230
5,0.05362550966629434,2010/2011,201230
6,0.03558462387081215,2010/2011,201230
7,0.013395178281360862,2010/2011,201230
8,0.004568900897535147,2010/2011,201230
9,0.0043584506619616875,2010/2011,201230
10,0.017152383603652094,2010/2011,201230
11,0.03371415376199277,2010/2011,201230
12,0.003161661932944097,2010/2011,201230
13,0.06417278086243447,2010/2011,201230
14,0.029998370367040502,2010/2011,201230
15,0.006916735502134154,2010/2011,201230
16,0.01759829393344572,2010/2011,201230
17,0.05861999837138023,2010/2011,201230
18,0.10344820506414854,2010/2011,201230
19,0.008250943388153525,2010/2011,201230
20,0.2339088479386669,2010/2011,201230
21,0.013704177885798401,2010/2011,201230
22,0.013797249419044177,2010/2011,201230
23,0.0066933077217258986,2010/2011,201230
24,0.028441100452279322,2010/2011,201230
25,0.0213344812325531,2010/2011,201230
26,0.018344946136574766,2010/2011,201230
0,0.016146841089781556,2010/2011,201231
1,0.05056370663191389,2010/2011,201231
2,0.025625885268423427,2010/2011,201231
3,0.0837834881029668,2010/2011,201231
4,0.03363904453255049,2010/2011,201231
5,0.05338763932208423,2010/2011,201231
6,0.035622624266196154,2010/2011,201231
7,0.013365101371336346,2010/2011,201231
8,0.004585105350337848,2010/2011,201231
9,0.004357451610398649,2010/2011,201231
10,0.01727117888433833,2010/2011,201231
11,0.03359240791682519,2010/2011,201231
12,0.003199197407550951,2010/2011,201231
13,0.06215662814232324,2010/2011,201231
14,0.030888581287777,2010/2011,201231
15,0.00689063936621921,2010/2011,201231
16,0.01771312854443482,2010/2011,201231
17,0.058971085148646726,2010/2011,201231
18,0.10267643943102978,2010/2011,201231
19,0.00818554352523788,2010/2011,201231
20,0.23509935632680937,2010/2011,201231
21,0.013755230930759794,2010/2011,201231
22,0.013907672174638213,2010/2011,201231
23,0.006727823008693996,2010/2011,201231
24,0.02832613997549911,2010/2011,201231
25,0.021249621449988054,2010/2011,201231
26,0.018312438933240038,2010/2011,201231
0,0.029566504618544365,2010/2011,201232
1,0.02340282543523618,2010/2011,201232
2,0.020816450518533248,2010/2011,201232
3,0.02215389989690364,2010/2011,201232
4,0.022471306129081096,2010/2011,201232
5,0.018211555778410955,2010/2011,201232
6,0.017929157155971258,2010/2011,201232
7,0.016442223316535585,2010/2011,201232
8,0.005088395835891938,2010/2011,201232
9,0.004968246159809543,2010/2011,201232
10,0.008376943590329656,2010/2011,201232
11,0.008999101809189761,2010/2011,201232
12,0.0034027010616544005,2010/2011,201232
13,0.032575581946107476,2010/2011,201232
14,0.018971192699687275,2010/2011,201232
15,0.007569782331304691,2010/2011,201232
16,0.013627377145812969,2010/2011,201232
17,0.041703819051737756,2010/2011,201232
18,0.19146621318596665,2010/2011,201232
19,0.011905637814808157,2010/2011,201232
20,0.3312970290903358,2010/2011,201232
21,0.01735477212267855,2010/2011,201232
22,0.01762084613980804,2010/2011,201232
23,0.008807600111093498,2010/2011,201232
24,0.014801305248016351,2010/2011,201232
25,0.01796803415303307,2010/2011,201232
26,0.07250149765352144,2010/2011,201232
0,0.015986766232363166,2010/2011,201233
1,0.05056676420803024,2010/2011,201233
2,0.025234987454846997,2010/2011,201233
3,0.08382595427262782,2010/2011,201233
4,0.03369359451866883,2010/2011,201233
5,0.05357545223505258,2010/2011,201233
6,0.03560825689037582,2010/2011,201233
7,0.013531118322586237,2010/2011,201233
8,0.004605975491519252,2010/2011,201233
9,0.004361502659053312,2010/2011,201233
10,0.01718777513111743,2010/2011,201233
11,0.0334227850298763,2010/2011,201233
12,0.003175511160373523,2010/2011,201233
13,0.06171360539260866,2010/2011,201233
14,0.031059649546124956,2010/2011,201233
15,0.006880555312605803,2010/2011,201233
16,0.017709734200649835,2010/2011,201233
17,0.058880293074968906,2010/2011,201233
18,0.10355216937109694,2010/2011,201233
19,0.008173243888696875,2010/2011,201233
20,0.23503931997659705,2010/2011,201233
21,0.013742342208190692,2010/2011,201233
22,0.013769056813924806,2010/2011,201233
23,0.0067433071679206934,2010/2011,201233
24,0.028297359586743683,2010/2011,201233
25,0.021262895667569056,2010/2011,201233
26,0.018400024185812994,2010/2011,201233
0,0.01605820916920548,2010/2011,201234
1,0.05047464561090071,2010/2011,201234
2,0.025446145848518238,2010/2011,201234
3,0.08347853165094914,2010/2011,201234
4,0.03357900233306219,2010/2011,201234
5,0.05389440449376066,2010/2011,201234
6,0.035609229105627284,2010/2011,201234
7,0.013413788770723604,2010/2011,201234
8,0.004567441673665307,2010/2011,201234
9,0.004388947630203592,2010/2011,201234
10,0.017168013082144162,2010/2011,201234
11,0.03367830843810314,2010/2011,201234
12,0.003190941803415636,2010/2011,201234
13,0.06205695212004658,2010/2011,201234
14,0.031127909177970554,2010/2011,201234
15,0.006840532159711666,2010/2011,201234
16,0.017784182854053022,2010/2011,201234
17,0.05860311978098631,2010/2011,201234
18,0.10346741846842879,2010/2011,201234
19,0.008214922808683038,2010/2011,201234
20,0.23498909070423243,2010/2011,201234
21,0.013634136035192987,2010/2011,201234
22,0.01383036877624858,2010/2011,201234
23,0.006749147583922482,2010/2011,201234
24,0.02833600469713748,2010/2011,201234
25,0.021157770894278765,2010/2011,201234
26,0.018260834328828624,2010/2011,201234
0,0.016008617745484195,2010/2011,201235
1,0.0504366335815786,2010/2011,201235
2,0.025374285738705104,2010/2011,201235
3,0.08376166166818998,2010/2011,201235
4,0.03346375320381068,2010/2011,201235
5,0.054059987809933145,2010/2011,201235
6,0.03559160956791325,2010/2011,201235
7,0.013414856397102309,2010/2011,201235
8,0.004594679073456752,2010/2011,201235
9,0.004379015030691752,2010/2011,201235
10,0.01715110845583486,2010/2011,201235
11,0.03338942314580595,2010/2011,201235
12,0.0031884747657542995,2010/2011,201235
13,0.06225367511661563,2010/2011,201235
14,0.031090923654219244,2010/2011,201235
15,0.006920473497035431,2010/2011,201235
16,0.017691588930151964,2010/2011,201235
17,0.05885555811108038,2010/2011,201235
18,0.10374703493856893,2010/2011,201235
19,0.008155667386352946,2010/2011,201235
20,0.23472715822449358,2010/2011,201235
21,0.01369594432068,2010/2011,201235
22,0.013700177343104298,2010/2011,201235
23,0.006732643954168691,2010/2011,201235
24,0.028305242064185575,2010/2011,201235
25,0.021053242810845356,2010/2011,201235
26,0.018256563464238904,2010/2011,201235
0,0.016008005022425182,2010/2011,201236
1,0.05019888830478199,2010/2011,201236
2,0.025165468123272656,2010/2011,201236
3,0.08405148465297904,2010/2011,201236
4,0.03367439838114342,2010/2011,201236
5,0.05376171104477157,2010/2011,201236
6,0.03547180466261769,2010/2011,201236
7,0.013451822816113304,2010/2011,201236
8,0.004632658816570711,2010/2011,201236
9,0.004359555028256707,2010/2011,201236
10,0.017302604305879796,2010/2011,201236
11,0.033734625087031386,2010/2011,201236
12,0.0031612762470952555,2010/2011,201236
13,0.06243484700962589,2010/2011,201236
14,0.031210658002053755,2010/2011,201236
15,0.006915526184178567,2010/2011,201236
16,0.01768005906045943,2010/2011,201236
17,0.05830970897838065,2010/2011,201236
18,0.1021252357536306,2010/2011,201236
19,0.0082150464731729,2010/2011,201236
20,0.23623959683222137,2010/2011,201236
21,0.013720717473447103,2010/2011,201236
22,0.013802637083251528,2010/2011,201236
23,0.006746941852962104,2010/2011,201236
24,0.02822146588313842,2010/2011,201236
25,0.021008490049261686,2010/2011,201236
26,0.018394766871276887,2010/2011,201236
0,0.016040312011526562,2010/2011,201237
1,0.05015053853380625,2010/2011,201237
2,0.025405866385515802,2010/2011,201237
3,0.08413865448768523,2010/2011,201237
4,0.03359553233097509,2010/2011,201237
5,0.05381503939393333,2010/2011,201237
6,0.03549701350977344,2010/2011,201237
7,0.013387948896935271,2010/2011,201237
8,0.004627665099091255,2010/2011,201237
9,0.004383293313306063,2010/2011,201237
10,0.017166509204021553,2010/2011,201237
11,0.0334871599255841,2010/2011,201237
12,0.0032062203403657747,2010/2011,201237
13,0.062192668533791996,2010/2011,201237
14,0.031638794626134885,2010/2011,201237
15,0.006878143981868054,2010/2011,201237
16,0.017754683789709777,2010/2011,201237
17,0.05845924734200266,2010/2011,201237
18,0.104131284218931,2010/2011,201237
19,0.008140072333951934,2010/2011,201237
20,0.2341196094106596,2010/2011,201237
21,0.013715617916896851,2010/2011,201237
22,0.013752219600378007,2010/2011,201237
23,0.0067609793933617705,2010/2011,201237
24,0.028126788469258587,2010/2011,201237
25,0.02104047534741235,2010/2011,201237
26,0.018387661603122135,2010/2011,201237
0,0.015985881226179537,2010/2011,201238
1,0.05020818044628771,2010/2011,201238
2,0.02522344919812,2010/2011,201238
3,0.0841385124909606,2010/2011,201238
4,0.03331467740697688,2010/2011,201238
5,0.05363299247875176,2010/2011,201238
6,0.03556729981293072,2010/2011,201238
7,0.013423454822254524,2010/2011,201238
8,0.004638939363178936,2010/2011,201238
9,0.00438815358379587,2010/2011,201238
10,0.0172322761840117,2010/2011,201238
11,0.033692356552118975,2010/2011,201238
12,0.003179807697049148,2010/2011,201238
13,0.06290873546898254,2010/2011,201238
14,0.031112589763239863,2010/2011,201238
15,0.006901951208156761,2010/2011,201238
16,0.017782555116058488,2010/2011,201238
17,0.058608266285518684,2010/2011,201238
18,0.10289529423725756,2010/2011,201238
19,0.008195827428479033,2010/2011,201238
20,0.235354758478024,2010/2011,201238
21,0.013755750329006182,2010/2011,201238
22,0.013702097596674914,2010/2011,201238
23,0.006707995141863776,2010/2011,201238
24,0.028043404313040497,2010/2011,201238
25,0.02113426389515348,2010/2011,201238
26,0.018270529475925733,2010/2011,201238
0,0.016117535172365596,2010/2011,201239
1,0.050552473376604505,2010/2011,201239
2,0.02532772839377938,2010/2011,201239
3,0.08364968695019477,2010/2011,201239
4,0.03346666062883749,2010/2011,201239
5,0.05360509471628084,2010/2011,201239
6,0.03548806084138025,2010/2011,201239
7,0.013472948867508095,2010/2011,201239
8,0.004606343694656667,2010/2011,201239
9,0.0043760150941663,2010/2011,201239
10,0.017075659800135166,2010/2011,201239
11,0.033684636329345666,2010/2011,201239
12,0.0031751213464353994,2010/2011,201239
13,0.06254672453127563,2010/2011,201239
14,0.031560356679710556,2010/2011,201239
15,0.006898920486322128,2010/2011,201239
16,0.017662186563775294,2010/2011,201239
17,0.058221110623183234,2010/2011,201239
18,0.10318027468284531,2010/2011,201239
19,0.00817384525455822,2010/2011,201239
20,0.2353752217523946,2010/2011,201239
21,0.013746971172104319,2010/2011,201239
22,0.013752152524974094,2010/2011,201239
23,0.006759165360682225,2010/2011,201239
24,0.028307328225754918,2010/2011,201239
25,0.021077888309512186,2010/2011,201239
26,0.018139888621217216,2010/2011,201239
0,0.015923990071903947,2010/2011,201240
1,0.05030990372246647,2010/2011,201240
2,0.025390942619247018,2010/2011,201240
3,0.08390177041430497,2010/2011,201240
4,0.03333617316282886,2010/2011,201240
5,0.05353517640419411,2010/2011,201240
6,0.03558752596101377,2010/2011,201240
7,0.013398514342020927,2010/2011,201240
8,0.0046031893038612276,2010/2011,201240
9,0.004361028211819113,2010/2011,201240
10,0.01711010273826453,2010/2011,201240
11,0.033837867438338415,2010/2011,201240
12,0.0031976330932312683,2010/2011,201240
13,0.0629413918257961,2010/2011,201240
14,0.031460665142051196,2010/2011,201240
15,0.006873933940449318,2010/2011,201240
16,0.017620999641170976,2010/2011,201240
17,0.058526487936597586,2010/2011,201240
18,0.10311179801815928,2010/2011,201240
19,0.008259854046959126,2010/2011,201240
20,0.23505264738118467,2010/2011,201240
21,0.013759365555292965,2010/2011,201240
22,0.01377149940104687,2010/2011,201240
23,0.006773879701294693,2010/2011,201240
24,0.028104919629750702,2010/2011,201240
25,0.02113397430594753,2010/2011,201240
26,0.018114765990803684,2010/2011,201240
0,0.01695094871540326,2010/2011,201242
1,0.04883707073916415,2010/2011,201242
2,0.02429302974076095,2010/2011,201242
3,0.08458211676113456,2010/2011,201242
4,0.03148022952943735,2010/2011,201242
5,0.052602097443677,2010/2011,201242
6,0.033520798571628284,2010/2011,201242
7,0.013596478107582,2010/2011,201242
8,0.004643761508143396,2010/2011,201242
9,0.004367229454943108,2010/2011,201242
10,0.01720748899470682,2010/2011,201242
11,0.03396453061418369,2010/2011,201242
12,0.00318200374019734,2010/2011,201242
13,0.06372897849842486,2010/2011,201242
14,0.032782142189384765,2010/2011,201242
15,0.006814183267990504,2010/2011,201242
16,0.016928469056770094,2010/2011,201242
17,0.054558379787568154,2010/2011,201242
18,0.1049841044057722,2010/2011,201242
19,0.008278128789601432,2010/2011,201242
20,0.2404958452334186,2010/2011,201242
21,0.014839750274846318,2010/2011,201242
22,0.01494414949212907,2010/2011,201242
23,0.006921820966608202,2010/2011,201242
24,0.02699385828950565,2010/2011,201242
25,0.02073639642750299,2010/2011,201242
26,0.01776600939951569,2010/2011,201242
0,0.01890220499821753,2010/2011,201243
1,0.044168188623797365,2010/2011,201243
2,0.022972444479960465,2010/2011,201243
3,0.07655182591810714,2010/2011,201243
4,0.030626756119260686,2010/2011,201243
5,0.052449142874318455,2010/2011,201243
6,0.03243850879265158,2010/2011,201243
7,0.01423169459333601,2010/2011,201243
8,0.004709623290989054,2010/2011,201243
9,0.004449934957943387,2010/2011,201243
10,0.01844574958832847,2010/2011,201243
11,0.03931097277598416,2010/2011,201243
12,0.0031859812202596855,2010/2011,201243
13,0.06252821616146265,2010/2011,201243
14,0.03302499326718953,2010/2011,201243
15,0.006840985623410239,2010/2011,201243
16,0.018193216219163418,2010/2011,201243
17,0.05660086205761304,2010/2011,201243
18,0.1050374459565251,2010/2011,201243
19,0.008679558006919974,2010/2011,201243
20,0.23505627238954976,2010/2011,201243
21,0.017761057250139187,2010/2011,201243
22,0.017928393525156378,2010/2011,201243
23,0.00711204496824564,2010/2011,201243
24,0.02843760699590802,2010/2011,201243
25,0.021297093880044,2010/2011,201243
26,0.019059225465518873,2010/2011,201243
0,0.0028740059974649017,2010/2011,201244
1,0.06129664677404497,2010/2011,201244
2,0.06504584211795512,2010/2011,201244
3,0.0743998314025869,2010/2011,201244
4,0.04289847450418844,2010/2011,201244
5,0.11225443516115338,2010/2011,201244
6,0.12169619404391108,2010/2011,201244
7,0.013123527138342129,2010/2011,201244
8,0.005456041714298161,2010/2011,201244
9,0.0040057554596561705,2010/2011,201244
10,0.017551021815590255,2010/2011,201244
11,0.017254876555538555,2010/2011,201244
12,0.003061777978691581,2010/2011,201244
13,0.021022862592762356,2010/2011,201244
14,0.022468732760734373,2010/2011,201244
15,0.0072310485443995475,2010/2011,201244
16,0.00715341623386158,2010/2011,201244
17,0.007112199025245483,2010/2011,201244
18,0.08882743004716637,2010/2011,201244
19,0.03245083445090919,2010/2011,201244
20,0.09311199495616011,2010/2011,201244
21,0.02196615942034765,2010/2011,201244
22,0.020063881783152014,2010/2011,201244
23,0.007864734205137546,2010/2011,201244
24,0.04882631109657274,2010/2011,201244
25,0.024718692407049256,2010/2011,201244
26,0.05626327181308039,2010/2011,201244
0,0.00292672365650097,2010/2011,201245
1,0.0385324339995235,2010/2011,201245
2,0.04480569844092381,2010/2011,201245
3,0.040463284471832894,2010/2011,201245
4,0.03364008209074223,2010/2011,201245
5,0.07256405736649327,2010/2011,201245
6,0.04497075165013797,2010/2011,201245
7,0.012201285605085538,2010/2011,201245
8,0.004452118741485508,2010/2011,201245
9,0.0035614110959792276,2010/2011,201245
10,0.02110239223538616,2010/2011,201245
11,0.018562263858347295,2010/2011,201245
12,0.0031313009748882765,2010/2011,201245
13,0.020809836491549202,2010/2011,201245
14,0.021680012834170197,2010/2011,201245
15,0.005674965910371333,2010/2011,201245
16,0.006755796271581191,2010/2011,201245
17,0.007501722608212486,2010/2011,201245
18,0.04364966756625989,2010/2011,201245
19,0.022386334436777892,2010/2011,201245
20,0.04669202068928011,2010/2011,201245
21,0.01163554601296652,2010/2011,201245
22,0.012790258176914713,2010/2011,201245
23,0.006681131793716775,2010/2011,201245
24,0.12803551814123404,2010/2011,201245
25,0.03777670537733315,2010/2011,201245
26,0.287016679502305,2010/2011,201245
0,0.021266393216578285,2010/2011,201246
1,0.043473020060528486,2010/2011,201246
2,0.022843526824385885,2010/2011,201246
3,0.08315669966695706,2010/2011,201246
4,0.03314948994690552,2010/2011,201246
5,0.05776582055821597,2010/2011,201246
6,0.03515745849159454,2010/2011,201246
7,0.014874927983140182,2010/2011,201246
8,0.004672794108407023,2010/2011,201246
9,0.004455817865900461,2010/2011,201246
10,0.01841792386799805,2010/2011,201246
11,0.038880388805513325,2010/2011,201246
12,0.0031869380186299117,2010/2011,201246
13,0.060654582616694395,2010/2011,201246
14,0.03037324984474521,2010/2011,201246
15,0.0068935907188036015,2010/2011,201246
16,0.018340481764282532,2010/2011,201246
17,0.04157407757685698,2010/2011,201246
18,0.1068015502829598,2010/2011,201246
19,0.00865278228384393,2010/2011,201246
20,0.2351360426112434,2010/2011,201246
21,0.018304212366516696,2010/2011,201246
22,0.01834263465142413,2010/2011,201246
23,0.0071140900398517955,2010/2011,201246
24,0.026697126196777384,2010/2011,201246
25,0.021204301839454643,2010/2011,201246
26,0.018610077791790348,2010/2011,201246
0,0.004164782570572451,2010/2011,201247
1,0.03130064003224401,2010/2011,201247
2,0.021271980290334124,2010/2011,201247
3,0.051987778705363995,2010/2011,201247
4,0.036854382196474154,2010/2011,201247
5,0.02183195986073614,2010/2011,201247
6,0.013730154790800145,2010/2011,201247
7,0.014974917112950464,2010/2011,201247
8,0.0042869691135549864,2010/2011,201247
9,0.003774743244971129,2010/2011,201247
10,0.05608770465733178,2010/2011,201247
11,0.054541938523425725,2010/2011,201247
12,0.0028230188701760537,2010/2011,201247
13,0.00567793193360427,2010/2011,201247
14,0.005706325535854463,2010/2011,201247
15,0.005468741718674222,2010/2011,201247
16,0.008124093690334707,2010/2011,201247
17,0.011083379080657561,2010/2011,201247
18,0.21068897671278586,2010/2011,201247
19,0.024057706650645976,2010/2011,201247
20,0.21614318223215273,2010/2011,201247
21,0.03480272483368847,2010/2011,201247
22,0.03264887220969401,2010/2011,201247
23,0.006579068826789263,2010/2011,201247
24,0.022670213423729227,2010/2011,201247
25,0.019333875541682963,2010/2011,201247
26,0.07938393764077044,2010/2011,201247
0,0.021999929585851057,2010/2011,201248
1,0.04267061935473677,2010/2011,201248
2,0.022583341960096225,2010/2011,201248
3,0.07941358953066548,2010/2011,201248
4,0.032437137235046834,2010/2011,201248
5,0.056406683449643745,2010/2011,201248
6,0.034589007728870635,2010/2011,201248
7,0.015572418672461931,2010/2011,201248
8,0.004786593886448742,2010/2011,201248
9,0.004613514104745159,2010/2011,201248
10,0.019527418820117676,2010/2011,201248
11,0.040944395931437144,2010/2011,201248
12,0.0031820404748657983,2010/2011,201248
13,0.05465779886411762,2010/2011,201248
14,0.02901811883666447,2010/2011,201248
15,0.007270667172652984,2010/2011,201248
16,0.019949463557011302,2010/2011,201248
17,0.042079809966403314,2010/2011,201248
18,0.1082873505882389,2010/2011,201248
19,0.008693239052395343,2010/2011,201248
20,0.23551617372041359,2010/2011,201248
21,0.019453902173967114,2010/2011,201248
22,0.019554088092127303,2010/2011,201248
23,0.00727559207747288,2010/2011,201248
24,0.02789977193788588,2010/2011,201248
25,0.021921622210435688,2010/2011,201248
26,0.019695711015225766,2010/2011,201248
0,0.005306235944064752,2010/2011,201249
1,0.02151524715910818,2010/2011,201249
2,0.013766515394518928,2010/2011,201249
3,0.029691432239360063,2010/2011,201249
4,0.016943458436537766,2010/2011,201249
5,0.013647556470672598,2010/2011,201249
6,0.010492119584922143,2010/2011,201249
7,0.02111734410936057,2010/2011,201249
8,0.004734713710188297,2010/2011,201249
9,0.004017341350492504,2010/2011,201249
10,0.05934051517811597,2010/2011,201249
11,0.04645886382107061,2010/2011,201249
12,0.003155536334545091,2010/2011,201249
13,0.009634223080163118,2010/2011,201249
14,0.011387623990222579,2010/2011,201249
15,0.0057143806544910965,2010/2011,201249
16,0.009909278419102227,2010/2011,201249
17,0.01606061704906269,2010/2011,201249
18,0.29986550227308195,2010/2011,201249
19,0.01607781841065116,2010/2011,201249
20,0.29419606452987934,2010/2011,201249
21,0.01493006363244549,2010/2011,201249
22,0.015084168955119102,2010/2011,201249
23,0.006489617248552336,2010/2011,201249
24,0.011511779217876425,2010/2011,201249
25,0.014976340691547187,2010/2011,201249
26,0.023975642114849163,2010/2011,201249
0,0.005843144717825813,2010/2011,201250
1,0.020924326797305666,2010/2011,201250
2,0.013558173137907227,2010/2011,201250
3,0.027390976931490753,2010/2011,201250
4,0.016360491358183803,2010/2011,201250
5,0.013828675380096146,2010/2011,201250
6,0.01000179506996302,2010/2011,201250
7,0.023239816639754274,2010/2011,201250
8,0.004862180736225155,2010/2011,201250
9,0.004192947034190965,2010/2011,201250
10,0.0537855393937627,2010/2011,201250
11,0.03461994337342152,2010/2011,201250
12,0.0031329787901554517,2010/2011,201250
13,0.011661894922006704,2010/2011,201250
14,0.017707529630001006,2010/2011,201250
15,0.005919178833127066,2010/2011,201250
16,0.0105698748292873,2010/2011,201250
17,0.02086524997425752,2010/2011,201250
18,0.28678171253436807,2010/2011,201250
19,0.012428030967039653,2010/2011,201250
20,0.32637695279344703,2010/2011,201250
21,0.011736578867347087,2010/2011,201250
22,0.011778233340738978,2010/2011,201250
23,0.0064038725163566524,2010/2011,201250
24,0.010856059403973021,2010/2011,201250
25,0.01325153880999273,2010/2011,201250
26,0.021922303217773907,2010/2011,201250
0,0.006456829630280885,2010/2011,201251
1,0.026936665558734012,2010/2011,201251
2,0.013462767995664902,2010/2011,201251
3,0.03314240726350731,2010/2011,201251
4,0.015737072117486726,2010/2011,201251
5,0.015731153497868765,2010/2011,201251
6,0.009670736834001633,2010/2011,201251
7,0.030176256683229746,2010/2011,201251
8,0.004915042057285184,2010/2011,201251
9,0.004302430882586543,2010/2011,201251
10,0.0630740445736961,2010/2011,201251
11,0.029316609135651685,2010/2011,201251
12,0.003203695876513838,2010/2011,201251
13,0.015160741216296082,2010/2011,201251
14,0.035175665486964554,2010/2011,201251
15,0.006000070024050538,2010/2011,201251
16,0.011707420712183282,2010/2011,201251
17,0.026538396586258284,2010/2011,201251
18,0.24473910606885246,2010/2011,201251
19,0.011156996450484348,2010/2011,201251
20,0.31554759135295635,2010/2011,201251
21,0.011935819570143448,2010/2011,201251
22,0.011697943916202033,2010/2011,201251
23,0.006296280245571606,2010/2011,201251
24,0.00974097850323865,2010/2011,201251
25,0.011655210097105934,2010/2011,201251
26,0.0265220676631848,2010/2011,201251
0,0.02369078340196943,2010/2011,201252
1,0.041933792071556876,2010/2011,201252
2,0.022103592249814747,2010/2011,201252
3,0.07624395344489104,2010/2011,201252
4,0.03143461414099992,2010/2011,201252
5,0.0556853373183472,2010/2011,201252
6,0.03392732014020732,2010/2011,201252
7,0.016123305687712013,2010/2011,201252
8,0.004831657705415449,2010/2011,201252
9,0.004614506107489068,2010/2011,201252
10,0.01983212258423156,2010/2011,201252
11,0.04128952162762572,2010/2011,201252
12,0.0032151427046184173,2010/2011,201252
13,0.05561666413830009,2010/2011,201252
14,0.029337923637001887,2010/2011,201252
15,0.007383000967013481,2010/2011,201252
16,0.020393454363008125,2010/2011,201252
17,0.04212670216470777,2010/2011,201252
18,0.10788750592473868,2010/2011,201252
19,0.008772206285210467,2010/2011,201252
20,0.23662525497488504,2010/2011,201252
21,0.019368468088230874,2010/2011,201252
22,0.019342552678082908,2010/2011,201252
23,0.007280177954427175,2010/2011,201252
24,0.02856544372388395,2010/2011,201252
25,0.022326078246679006,2010/2011,201252
26,0.020048917668951897,2010/2011,201252
0,0.007703273534270695,2010/2011,201301
1,0.03925768267028967,2010/2011,201301
2,0.015532382158404183,2010/2011,201301
3,0.0702408666673907,2010/2011,201301
4,0.01754282383092688,2010/2011,201301
5,0.024189171594739073,2010/2011,201301
6,0.010764843602147679,2010/2011,201301
7,0.027826958339527506,2010/2011,201301
8,0.005962993532245648,2010/2011,201301
9,0.005009739070731402,2010/2011,201301
10,0.08418034920209237,2010/2011,201301
11,0.017865146268444303,2010/2011,201301
12,0.003387455493992076,2010/2011,201301
